timestamp,device_id,device_name,data_label,value
"12/03/2568 14:07:29","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.7"
"12/03/2568 14:02:34","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.6"
"12/03/2568 14:00:08","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.6"
"12/03/2568 13:57:38","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.6"
"12/03/2568 13:54:53","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.5"
"12/03/2568 13:52:27","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.5"
"12/03/2568 13:50:02","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.5"
"12/03/2568 13:47:36","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.5"
"12/03/2568 13:42:45","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.5"
"12/03/2568 13:40:20","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"12/03/2568 12:16:56","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.7"
"12/03/2568 12:12:05","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 12:07:14","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 12:04:48","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 11:59:57","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:57:31","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 11:55:06","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:52:40","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:47:49","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:42:58","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:38:07","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:35:41","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:30:50","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:28:24","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 11:25:59","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:23:33","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 11:18:42","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 11:16:17","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:13:51","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 11:11:26","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:06:35","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 11:01:46","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 10:59:20","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 10:56:55","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","24.9"
"12/03/2568 10:54:29","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 10:49:38","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 10:47:13","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 10:44:47","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 10:42:22","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.1"
"12/03/2568 10:37:29","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 10:32:38","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.1"
"12/03/2568 10:30:13","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.1"
"12/03/2568 10:25:21","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.1"
"12/03/2568 10:20:30","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.2"
"12/03/2568 10:18:05","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.1"
"12/03/2568 10:15:39","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.1"
"12/03/2568 10:13:13","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.1"
"12/03/2568 10:08:22","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.1"
"12/03/2568 10:05:57","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25"
"12/03/2568 09:26:45","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.3"
"12/03/2568 09:24:19","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.3"
"12/03/2568 09:21:53","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.4"
"12/03/2568 09:19:28","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.4"
"12/03/2568 09:14:37","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.5"
"12/03/2568 09:09:46","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.6"
"12/03/2568 09:07:20","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.7"
"12/03/2568 09:02:29","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.8"
"12/03/2568 08:57:38","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.1"
"12/03/2568 08:55:13","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.2"
"12/03/2568 08:52:47","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.5"
"12/03/2568 08:50:22","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.7"
"12/03/2568 08:45:31","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.8"
"12/03/2568 08:43:05","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28.3"
"11/03/2568 17:06:17","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28.1"
"11/03/2568 17:03:51","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28.1"
"11/03/2568 17:01:26","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28.1"
"11/03/2568 16:59:00","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28.1"
"11/03/2568 16:54:09","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28.1"
"11/03/2568 16:48:10","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28.1"
"11/03/2568 16:43:12","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28"
"11/03/2568 16:40:47","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28"
"11/03/2568 16:35:43","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28"
"11/03/2568 16:33:18","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28"
"11/03/2568 16:30:52","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28"
"11/03/2568 16:28:29","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28"
"11/03/2568 16:23:25","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28"
"11/03/2568 16:21:00","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","28"
"11/03/2568 16:18:22","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 16:15:56","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 16:11:04","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 16:06:13","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 16:03:48","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 16:01:22","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:58:57","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:54:06","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:51:40","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:49:15","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:46:49","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:41:58","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:37:07","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:34:42","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:29:51","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:25:00","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:22:34","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:20:09","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:17:43","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.9"
"11/03/2568 15:12:51","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.8"
"11/03/2568 15:07:48","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.7"
"11/03/2568 15:05:22","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.6"
"11/03/2568 15:00:31","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.6"
"11/03/2568 14:55:40","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.5"
"11/03/2568 14:53:15","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.5"
"11/03/2568 14:50:49","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 14:48:24","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 14:43:33","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 14:41:07","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.2"
"11/03/2568 14:38:39","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.2"
"11/03/2568 14:36:12","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.1"
"11/03/2568 14:31:23","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27"
"11/03/2568 14:26:32","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.8"
"11/03/2568 14:24:04","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.8"
"11/03/2568 14:21:35","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.7"
"11/03/2568 14:17:07","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.6"
"11/03/2568 14:12:14","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.6"
"11/03/2568 14:09:48","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.5"
"11/03/2568 14:04:57","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.6"
"11/03/2568 14:02:32","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.5"
"11/03/2568 13:57:36","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.5"
"11/03/2568 13:55:09","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.8"
"11/03/2568 13:52:43","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.1"
"11/03/2568 13:49:32","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.1"
"11/03/2568 13:44:41","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.2"
"11/03/2568 13:42:14","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.2"
"11/03/2568 13:37:55","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 13:35:30","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 13:34:41","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 13:32:15","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 13:30:50","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 13:28:25","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 13:27:48","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 13:26:44","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 13:24:19","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 13:20:16","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 13:17:50","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 13:14:50","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 13:12:25","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 13:09:24","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 13:06:58","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 13:04:41","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 13:02:14","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 12:59:46","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 12:54:26","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 12:54:08","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 12:53:29","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 12:50:07","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 12:47:37","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 12:47:06","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.4"
"11/03/2568 12:44:31","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 12:41:10","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 12:40:16","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.3"
"11/03/2568 12:37:51","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.2"
"11/03/2568 12:37:06","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.2"
"11/03/2568 12:34:38","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.1"
"11/03/2568 12:33:44","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","27.1"
"11/03/2568 12:31:15","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.9"
"11/03/2568 12:28:03","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.8"
"11/03/2568 12:26:13","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.7"
"11/03/2568 12:21:43","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26.4"
"11/03/2568 12:17:12","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","26"
"11/03/2568 12:12:42","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.5"
"11/03/2568 12:03:42","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.4"
"11/03/2568 11:59:12","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.5"
"11/03/2568 11:54:42","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.4"
"11/03/2568 11:50:12","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.3"
"11/03/2568 11:48:40","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.4"
"11/03/2568 11:47:55","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.4"
"11/03/2568 11:44:58","ac808c50-f96a-11ef-8636-93168e2858a5","ADM","temperature_08","25.3"
